,song_id,artist_name,title
984,SOEFZVQ12A8C138735,Vilma Palma e Vampiros,Te quiero tanto
985,SOIDOHE12A8C135371,Ray Conniff,Yesterdays
986,SORTRUL12A6D4FA12A,Nelson Ned,Mi Sangre Latino
987,SOMKRRH12A8C13C411,Madilu System,Vincent
988,SOSVWIE12A8C143BD4,Set Your Goals,the fallen...
989,SOBXEJI12A58A79725,The High Strung,The Lifestyle That Got Away
990,SOOTDEC12A6701D0FF,Lost Boyz,Get Your Hustle On
991,SOCAKKR12AB01866C9,Nic Endo,Future Prospects
992,SOJWGEI12A8C13CA8F,Dropkick Murphys,Skinhead on the MBTA (Album Version)
993,SOINZJI12A8C1337A1,Kim Wilson,Love Attack
994,SOBTQGV12A8AE496ED,Daath,Above Lucium (LP Version)
995,SOIMSRQ12A6D4F648F,Suicidal Tendencies,Human Guinea Pig
996,SOMNRNZ12A8C144C90,Bobby Vee,Wink Of An Eye
997,SOQUGOE12A6D4FA6FF,Bill & Gloria Gaither,Awesome God
998,SONYXMF12A8C13EB31,Jennifer Brown,Naked
999,SOPUMFQ12AB0187B54,Jean Lumi\xc3\xa8re,Le temps des cerises
1000,SOLMCUV12A6BD54773,Elephant Man,Loud And Clear
1001,SOFFRFP12A6D4FA748,Alain Souchon,J'veux Du Cuir (Live)
1002,SOTOHAH12AAF3B51FC,Pepper,Freeze
1003,SOPRVWD12A8C13A711,Peggy Zina,Alli Mia Fora
1004,SOHSEBB12A8C139D2A,FIR,Lydia [Piano Version]
1005,SONWUYB12AB017FDC5,Eric Champion,Dress Me Up
1006,SOSFHGJ12AB01857C0,Zeltinger Band,Wo bleibt die Mark?
1007,SOZOOYV12A6D4F445F,Bebe Winans,Love Thing
1008,SOPEKCH12A6D4F66B3,Penguin Caf\xc3\xa9 Orchestra,Bean Fields (Live) (2001 Digital Remaster)
1009,SOKGTMG12AB0180460,Colombiafrica - The Mystic Orchestra,Sambangole / Tres Golpes Na' Mas
1010,SOBANAT12A6D4F7501,Red Hot Chili Peppers,Naked In The Rain (Album Version)
1011,SOLVAIC12AC90716B8,The Kitchen,Who Are You?
1012,SOLDRTU12AB01838B9,Statues,There Are Things I Think You Should Know
1013,SOZCURA12AF72A17B1,Jonny Lang,The One I Got
1014,SOPFWNZ12A8C13B9C6,Cam'Ron / JR Writer,Shake
1015,SOWKINI12A8C135E39,Novembre,Triesteitaliana
1016,SOELUMB12AB01819CE,X-Raided,Thug Queen
1017,SOXYGNC12A67021C29,Cornell Campbell,Give Your Love To Me
1018,SOYNMIH12AB0181C0A,Donna The Buffalo,Tides Of Time
1019,SOIDTWY12AB018CDB4,Tesla,So What!
1020,SOUOHOA12A6D4FBCE0,\xc3\x84I-TIEM,Kleina Wixa
1021,SOCSLWU12A58A7E43A,Little Feat,Down On The Farm (2006 Remastered Edit Version)
1022,SODDPYN12A8C132735,Mikey Dread,Two Track Dub (Dub / Instrumental Reggae Music)
1023,SOJKDEC12A8C131E8B,Alberto Cortez,Distancia
1024,SOKBBXV12AB0186B8A,Conjunto Mar Azul,Papel Quemado
1025,SOINDRZ12A6701DAF6,Death From Above 1979,Romantic Rights
1026,SOUVVUV12A8AE48414,Foo Fighters,If Ever
1027,SODKRQH12A6D227229,Eyehategod,Left To Starve
1028,SOZIAOG12A6D223AA3,Mal De Ojo,Lekeitio
1029,SOCCIRN12AB018A7FE,Edmundo Ros,The Wedding Samba
1030,SOEYFCZ12AB017D780,The Antlers,Stairs To the Attic
1031,SONYUSG12AB018AA7C,Lionel Rogg,Prelude And Fugue In C Major BWV 545 : Prelude
1032,SOXRGPQ12A8AE459AE,Jimmy Riley,The Love We Had Version
1033,SOOJHOT12A8C137024,Elliot Goldenthal,Vortex
1034,SOIGXES12AB018B150,John Brown,Uncle Interlude
1035,SOLMLUW12AB017D7E0,Marilyn Horne / Wiener Opernorchester / Henry Lewis,Mon coeur s'ouvre \xc3\xa0 ta voix
1036,SOCDAIR12A8C131F89,Jason Mraz,The Dynamo Of Volition [From An All Night Session]
1037,SOVLLLU12AB0185D84,Pyrolator,Gold Und Silber
1038,SOUUOSZ12A8C14378D,James Scott Skinner,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors
1039,SOZYMNW12AB0186BD9,Abraham Laboriel,Guidum
1040,SOPMZIK12AB017DEFE,Grupo Batuque,Cavasamba Um (Edit)
1041,SOCHRGA12AB017D5CE,Sugar Minott,All Kind of People
1042,SOKFNSG12A8C1379EA,Ini Kamoze,Hole In The Pumpkin
1043,SOEGWUQ12A5891CC6F,Mudhoney,Between Me & You Kid (Album Version)
1044,SOQXUNA12A6D4F9AFB,Out Of The Grey,The One I've Been Waiting For (Diamond Days Album Version)
1045,SODNJFJ12AB0185841,Dino,Untitled
1046,SOLQAPL12AAF3B3010,OV7,Una na na
1047,SOVUPWB12A6701F623,Borialis,Can't Break This Man
1048,SOAUGJA12AB01869AF,Open Hand,The Ambush
1049,SOJQTNZ12AB018115B,X-ecutioners,Play That Beat
1050,SOIVGSZ12AB017F898,Mario Rosenstock,Bertie's Pets (Bonus Material)
1051,SOGSPRZ12AB0182944,Juice Leskinen,Marilyn
1052,SOEBMOR12AB018E580,Pumpkin Buzzard,Bladecrash Electrocution
1053,SOSUVKW12A6D4F58BE,Rishi Rich,Come Here Feat. Jay Sean
1054,SOGWZBN12A6D4F6AB2,Kanye West,Through The Wire
1055,SOGSBJL12A8C14477B,The Katies,She's My Marijuana (LP Version)
1056,SOCCRRM12AB018E15B,Los Hispanos,El Aranero
1057,SOLKIQV12AC3DF5531,Sugar Minott,Mash Up Mi Life
1058,SOKEOPP12AB017F799,Paul Brown,Old Friends
1059,SOZYUKG12A6D4FB64F,Lloyd Banks,South Side Story
1060,SOINLVO12A67020D31,Marvin Sapp,In His Presence (LP Version)
1061,SOPXKFG12A58A78D97,Sister Hazel,Space Between Us (Album Version)
1062,SOWJACU12AB018648C,Mighty Diamonds,Drifting Away
1063,SOWDYUR12A8AE481CB,Terror Fabulous,Position
1064,SOUIAWC12AB018810E,Eddie Henderson,Beyond Forever (2004 Digital Remaster)
1065,SOBGEIG12A6D4F6635,Kartik Seshadri,Raga Anandi Kalyan (Alap_ jor and jhala)
1066,SOIXCFZ12A8AE462F5,Modeselektor,Tetrispack
1067,SOIMQSC12A8C1344C4,Charlie Rich,Nice 'N' Easy
1068,SOBEQOL12A8C140489,Kris Kristofferson,Darby's Castle
1069,SODFEAT12A8C139306,Bad Religion,Doing Time (Album Version)
1070,SOPDNNC12AB018A801,Saarbr\xc3\xbccken Radio Symphony Orchestra,Phase (1972)
1071,SOMLDOS12AB0181FBD,Jackie Davis,Night Train (Album Version)
1072,SOZPXLH12A58A7A054,Shawn Colvin,Sunny Came Home
1073,SOOCUMC12A81C22FEA,Less Than Jake,Short On Ideas / One Last Cigarette
1074,SOVFRDB12AB017FF3A,Mobb Deep,Got It Twisted
1075,SOJYPYH12A8C13D69F,Irwin Goodman,Liverpoolin pokia
1076,SOHRPJS12AB0180A12,Pedro Aznar,Stand
1077,SOEDOYM12AB0189A92,Bill Douglas,Caroline
1078,SOYBNLW12A6D4FC930,Marty Robbins,Have Thine Own Way Lord
1079,SOIVSQZ12A6D4F68BF,Gang Starr Featuring Jeru The Damaja And Lil Dap,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap)
1080,SOLABTF12A8C13A149,Lenn Hammond,The Door
1081,SOUFVZJ12A6D4FA4FE,Cool For August,Don't Wanna Be Here (Album Version)
1082,SOKSRWI12A8C146997,Monster Magnet,CNN War Theme
1083,SOCXRMP12AB018578E,Sugar Minott,Now We Know
1084,SOSMWDQ12A6701E981,Nirvana,Heart-Shaped Box
1085,SOIGESI12AB0184722,Unison,Girls Make My Hair Loose
1086,SOIKYFC12A6D4F9864,Hatiras & Slarta John,Spaced Invader (Ian Pooley Club Mix)
1087,SOEQJUL12A6701D4CE,Randy Travis,Down At The Old Corral (Album Version)
1088,SOGQJCQ12AB0188A27,Jos\xc3\xa9 Augusto;Catia Guimma,Tudo Que Voc\xc3\xaa Quiser
1089,SOKXUNU12A8C131CD6,fIREHOSE,Tien An Man Dream Again
1090,SORWKHR12A8C141015,Alternative TV,Nasty Little Lonely
1091,SOKDRIH12AB0182247,Mike Bloomfield,Tell Me Partner
1092,SOODZJJ12A8C142894,Francky Vincent,Ma Gar\xc3\xa7onni\xc3\xa9re
1093,SOTWIIY12A6D4F8837,The Black Crowes,Nonfiction
1094,SOGWCWD12AB017FC95,G-Unit,Money Make The World Go Around
1095,SOAPAIN12A8C142D08,Mat Kearney,Never Be Ready
1096,SOQIGAT12AB017AD52,Conjunto Clasico,Coqu\xc3\xad
1097,SORTOKQ12AF72A545B,Julie Roberts,Unlove Me
1098,SOJORVL12A8C143582,The Presets,If I Know You
1099,SOZPSZK12AB0187881,Lily Holbrook,Smoke Screen
1100,SODORVB12AB0181F05,Georges Delerue,Ouverture
1101,SONFXQX12AB01872A4,Ronnie Milsap,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals)
1102,SOKANHN12AB01841D0,Irma Thomas,River Is Waiting
1103,SOVIJEZ12A58A7F35C,VHS Or Beta,Solid Gold (Evolution Mix) (2005 Digital Remaster)
1104,SOBNEYA12AB01865D5,T.G. Sheppard,Only One You
1105,SOWRIBC12AAF3B2725,O'2L,Little Edith
1106,SOPFURM12A67020D2A,The Cardigans,Iron Man
1107,SOJOIZR12A8C13E554,Clifton Chenier,Johnny Can't Dance
1108,SOFSDJY12AAF3B4381,B.B. King,Please Remember Me
1109,SOOWUYK12AB017C5E3,Zen Lemonade,Brazil Mon Amour
1110,SOXKMLO12AB017FFDB,R. Kelly & Jay Z,Honey
1111,SOSEDLD12A8C13E168,Jan Wayne,Mad World (Money-G. Remix)
1112,SOAVWUZ12A8C142B45,Jimmy Cliff,Take Your Time feat. Yannick Noah
1113,SOWYVJI12AAF3B4873,The Forms,Innizar
1114,SOTBVZW12A8C1360F0,Lionel Rogg,Toccata Et Fugue En R\xc3\xa9 Mineur BWV 565
1115,SOWCQMT12A6D4FC2BD,Connie Francis,Embraceable You (LP Version from 'When The Boys Meet The Girls')
1116,SOFLKLL12AC468B353,Larry The Cable Guy,Bass Pro Shop & Wal-Mart
1117,SOGQMIF12A8C13C401,The Kirkbys,Penny In My Pocket
1118,SOWSZIC12AB0186D86,Arc Angels,Nadine
1119,SOLGING12AB0182723,The Clancy Brothers,Marie's Wedding
1120,SOJGOAY12A58A79479,Andy Griffith,I Love To Tell The Story  (Love To Tell The Story Album Version)
1121,SOQRHIO12AC4689255,Eric Demarsan,L'ombre d'une chance
1122,SOOJKNX12A8C132425,"Myrick ""Freeze"" Guillory",Queen Ida Introduction
1123,SOZGOKA12A6D4FC7B7,Ice-T & Chuck D,Round Two Wrap-Up
1124,SOKWVAH12A8C1332B0,Silverchair,Suicidal Dream
1125,SOAATRN12A6310E897,U2,New York
1126,SORTNEK12A58A7932C,Sweet,Do It All Over Again
1127,SOSIMGO12A6D4FB491,Billy Bragg & Wilco,She Came Along To Me (LP Version)
1128,SODMNRZ12A8C140C7A,Hot Tuna,Extrication Love Song
1129,SOWDTGB12A6D4FB2AD,G\xc3\xb6tterd\xc3\xa4mmerung,Skincree
1130,SOEQBUC12AB0181D21,Mil,Dis moi
1131,SOTDNJJ12AAF3B3748,The Twinkle Brothers,Under World Dub
1132,SOTOXLZ12A8C1436B7,Tum Tum,Lil Stuntin
1133,SOXKDRR12AB0181712,Mr Dubz,Diss Location
1134,SODOXQL12AB01843D3,Shakira,Did It Again (featuring Kid Cudi)
1135,SODJAUI12AB0188C5E,Soda Stereo,Persiana Americana (Live)
1136,SOYMYOU12AB01883E3,Die Bandbreite,Recht auf Lungenkrebs
1137,SOOTDLW12AB017DBF3,Pardesi,Pardesi Pind Wich Ageya
1138,SODWFBM12A6D4FAF53,Andre Verchuren,Tra-La-La Musette
1139,SOCKIPC12A8C13F0C0,Spieluhrmelodien,Zeigt her eure F\xc3\xbc\xc3\x9fe
1140,SOCWCPZ12AB018476F,Marco Beltrami,Past Meets Present
1141,SOYFSUL12AB0183110,Erik Hassle,Don't Bring Flowers
1142,SOGCJUJ12A8C13D4FE,An Cafe,KORITSU HOSPITAL
1143,SOEJRAP12A8C13D8FA,Galactic,Squarebiz
1144,SOOCFSM12AB018519F,Michael Bloomfield,Narrative #1
1145,SONQVMO12A8C134FC7,Soul Embraced,Someday (Immune Album Version)
1146,SODOZXX12A8C137BCE,Scott Wesley Brown,Somebody's Brother (Somebody's Brother Album Version)
1147,SOOPNJS12AB0181570,Tiny Tim,You Called It Madness [But I Call It Love] [Live At Royal Albert Hall]
1148,SOQFKBW12A58A7B9EE,At All Cost,Drugs
1149,SOWCQMB12A8C141825,Shamen,Scientas
1150,SOPKUDA12AB018570C,William Coulter,The Painter And The Magician
1151,SOYPREH12A6D4F6EF4,Phil Spector,Spanish Harlem
1152,SOESDIQ12AB018ADA5,Charles Williams And His Orchestra,Portrait Of Clare (from 'Portrait Of Clare')
1153,SOOUUQC12AF72A56E3,Nick Cave & The Bad Seeds,The Hammer Song (2010 Digital Remaster)
1154,SOUXSFR12AB018D1A4,Barrabas,Broadway Star
1155,SOQCDQE12A6D4F7682,Malcolm McLaren,You Need Hands (1993 Digital Remaster)
1156,SOYRUNW12AB01856B8,The Brooklyn Tabernacle Choir,All That You Need
1157,SONUXHH12A8C141737,Birmingham Jubilee Singers,Hope I'll Join That Band
1158,SOEHJSW12A8C135F66,Capleton,Conscience Ah Heng Dem (interlude)
1159,SOYWHAB12AB0181E73,Steve Erquiaga,Sicilienne
1160,SOZIMLB12AF72AD1CD,Avril Lavigne,Innocence
1161,SOYSHBO12AB018CA41,Mickey And The Students,Gimme Gimme Song
1162,SOLOZFC12AB0180428,Chimaira,Severed (demo) (Album Version)
1163,SOBRBOP12AB018ABA1,Bumblefoot,Abnormal (Acoustic)
1164,SOBNSFW12A67020E2E,Hem,Redwing
1165,SONIOEX12AB017D541,Lara,Nur eine Nacht mit Dir
1166,SOARKRH12AB0188703,The Shamen,Heal (The Separation) [H.E.L.P Breakbeat]
1167,SOXWGVW12A8C134AD8,Jackie Edwards,Worrying Over You
1168,SOYTMRC12A6D4F5B58,The Moody Blues,Long Summer Days
1169,SOBDXNG12A8C139A47,Frankie Randall,Winter Wonderland
1170,SOCCQAW12A6701DB28,Arturo Sandoval,Luna de miel en Guama
1171,SORQBLL12AB0184523,Tommy Overstreet,Heart Of Dixie
1172,SODCRFM12AB0187CB9,Coven,Coven In Charing Cross
1173,SOYLZHL12AC468A32E,Kzss & Atma,Obsidian Sunrise
1174,SOETTKO12A8C138FE1,Professor Longhair,Junco Partner
1175,SOPKDKM12A8C135765,Stelios Dionisiou,To Sinnefo
1176,SONSEVZ12A6D4FAB2E,J.C. Lodge,You Are The One
1177,SOKECVO12A6D4F9F14,Hubert Kah,Raketen
1178,SODOOHJ12A6D4F4A74,Snow Patrol,Shut Your Eyes
1179,SOUHKHB12A8C138A58,M,Close To Me
1180,SOBJIKU12A8C13ECD6,Piero Umiliani,Apertura in jazz
1181,SOPBDZT12AB017AA98,Tabu Ley Rochereau,Maputo
1182,SOSYPCS12A8C136D12,Dead Prez,Be Healthy
1183,SOKLRFB12A8C141932,Sergio Mendes / Black Eyed Peas,Mas Que Nada
1184,SOMTZGM12AB0187CA0,Janice Vidal,Water-Liked
1185,SOXJOMM12A6D4F8673,El Gran Silencio,Alma de B-Boy
1186,SOJGTKX12AB0188C94,Black Flag,Jealous Again
1187,SOSQCCK12AB0186B7C,Les Bantous De La Capitale,\xc3\x80 Mon Avis
1188,SOQXTRG12A6D4F898E,Sivuca,Energia
1189,SOWYXJC12A8C13B81E,Luis Alberto Spinetta,Verde Bosque
1190,SOYKTQM12AC468D0F9,Moss,There Alone Go I
1191,SORPSAN12A8C1361CE,Blind Boy Fuller,Put You Back In The Jail
1192,SOKVDQW12A6D4F8C62,Paula Santoro,The Girl From Ipanema (Garota De Ipanema)
1193,SOOBNCY12AB0182457,Sunscreem,Secrets
1194,SOCPSBZ12A6D4F43ED,Louis Prima And Keely Smith,Autumn Leaves (1999 Digital Remaster)
1195,SOHASWL12AB018352B,Robert Lockwood_ Jr.,She's Little And She's Low
1196,SORJVDO12AF72A1970,Muse,Stockholm Syndrome
1197,SORXJPI12A8C13342A,Jeremy Spencer,Maria De Santiago
1198,SOEKNBA12A6D4FD71E,Bob Margolin,No Consolation
1199,SODGEOZ12A6D4FD9F3,The Gone Jackals,Faith Healer (Digital Single)
1200,SOGYDBB12A6D4F7D81,The Velvet Underground,I Heard Her Call My Name
1201,SOGRUJA12AB01859FF,Kingston Trio,Scotch and Soda
1202,SOOSYTN12A8C13F55B,D' Militante,T.V. & Movies
1203,SOZAXOL12AB017E467,Michelle & Vickie,Ying Guang Hu Die
1204,SOLCRKR12AC96184F8,Pamelo Mounk'a,On ne meurt qu'une fois
1205,SOYQKVM12A8C137ED7,Los Fernandos,All My Loving
1206,SOQYBYY12AB01823A2,Kool Savas,Therapie
1207,SOPPJYP12AB0185DA2,Rainie Yang,Nu Sheng Wo Zui Da (OT:That Thrill)
1208,SOKYXSZ12A6D4F6E92,Little Eva,The Loco-Motion
1209,SOCFQLH12AF72A942D,Simple Minds,Chelsea Girl (Live)
1210,SOSNQQX12AF729C44C,The Killers,Show You How
1211,SOUMJJC12A6701F4B0,New Order,Jetstream - Arthur Baker Remix
1212,SORTYID12A8C139D86,Damone,Child Of The Night
1213,SOQKKCG12AB017D5C4,Furry Lewis,Old Hobo
1214,SOOFFTS12AB018A83C,Chris Farlowe,I Just Need Your Lovin' - Original
1215,SOTKYKL12A8AE45B28,Joe Turner,Here Comes Your Iceman (LP Version)
1216,SOCDRKE12A8C13BF47,Porcupine Tree,Moon Loop (Improvisation)
1217,SOXCKCV12A6D4F8F1F,DeGarmo & Key,He Has Risen (Communication Album Version)
1218,SOVHLHV12AB018930B,Frank Chacksfield,Heidi
1219,SOOEDPH12A6310E02B,David Bowie,Space Oddity (1997 Digital Remaster)
1220,SOBVPYI12AB018623E,Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version)
1221,SOVMXIC12A8C13CC28,Klaus Badelt,After The Fire
1222,SOFYIQI12A6D4F8D85,Charlotte Gainsbourg,Tel Que Tu Es
1223,SOOJFKG12A8C1334E6,Aerosmith,Lord Of The Thighs
1224,SOGHCFG12A8C13B254,Agnes,Non Conformist Acclaimed
1225,SOOVFAZ12A8C134EEB,The Party Group,El Ventilador
1226,SOCWUXY12A58A7F1E8,Enter the Haggis,Skyswimmer
1227,SOYIZYC12AB01833BF,Mac McAnally,If You Hang Around Long Enough
1228,SOSCMUV12A8AE49448,T.O.K.,Hotta
1229,SOTALBJ12AB017D609,Leo Gandelman,Bari Bossa
1230,SOFUCUZ12A6D4F9EDA,Leon Russell,Jambalaya (On The Bayou)
1231,SOTTMXT12AF72A1B42,Bill Laswell,The Gary Selchie - Solas
1232,SOQVJZI12AB018520D,Francis Lai,La valse du mariage
1233,SORZUVX12AB017BDCB,Herbst9_ Z'ev,Awakening of the Soulless
1234,SOQMWJG12A6701E1AC,Del Tha Funkee Homosapien,Mistadobalina
1235,SOKKXUI12A58A7A79C,Rihanna,Good Girl Gone Bad
1236,SOLQLGL12A8C138380,Britney Spears feat. Pharrell Williams,Boys
1237,SOFIFUK12A8C1393F8,Britney Spears,Everytime
1238,SOCRNKC12A6D4FAE9D,Crazy Horse,Dance_ Dance_ Dance  (Album Version)
1239,SOGVWMA12A8C1379BA,Headhunter,Signs Of Insanity
1240,SOWOAVJ12A6D4F43C6,Sam Butera & The Witnesses,Perdido (1999 Digital Remaster)
1241,SOZVTQM12CF5F88285,Rise Against,State Of The Union
1242,SOTOPUU12A6D4FAA58,Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That
1243,SOCHGAQ12AF72A2EF9,Helmet,Your Head
1244,SOIQTTM12AC3DFB614,Dine et D\xc3\xa9on,G\xc3\xa9raldine
1245,SOPJBVD12AB018AACC,Martin Denny,Burma Train Change
1246,SOBWVKW12AB018E9C9,DJ Nasty,Buy You A Drink
1247,SOEKETC12CF5F89191,Santana,With A Little Help From My Friends
1248,SONBYZV12A81C1FEBA,Ray Sandoval,A La Naturaleza
1249,SOVLNMD12A8C14046C,Amalia Avgoustaki,Dimitroula
1250,SOWSUAM12A6D4FDA56,Shaman,For Tomorrow (live)
1251,SOUFKMA12AF72A3117,K-OS,Clap Ur Handz
1252,SOIJPPR12A6D4F3945,Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart)
1253,SOXNSGB12A8C1396F1,Elva Hsiao,Gotta Let It Go
1254,SOGXWRE12AC468BE24,Chris Farlowe,Paint It Black
1255,SOMSKPE12A6D4FA09D,Avril,The Matter With You (Part I_ Ii_ Iii)
1256,SOMUYIL12AB0184EE2,Sticky Fingaz & Omar Epps,Don't Owe Me Nothin'
1257,SOIMSZI12AB0182252,Delbert McClinton,Lose Your Money
1258,SOZECOE12AB017E615,Gloria De Haven,Diamonds Are A Girl's Best Friend
1259,SONLKRD12A6D4F7DB0,Rhian Benson,Say How I Feel
1260,SORNHUW12A6D4F9006,The Impressions,This Is My Country
1261,SOBWBGS12AB01868B0,Bessie Smith,Cold In Hands Blues
1262,SOPMKMD12A67020BD9,MC5,Miss X (LP Version)
1263,SORDTXF12AB017C25D,Tommy Torres,Imparable
1264,SOJWNDG12AB018235E,Les Malpolis,Les Amours de Nathalie
1265,SOZMCOM12A8C13F945,Washboard Sam,Bucket's Got A Hole In It
1266,SONFNKK12A8C13BDE6,Shirley Caesar,Angels We Have Heard On High (Album Version)
1267,SODAAKS12AB018D37F,Tammy Wynette,Welcome To My World (Live)
1268,SODCXGX12A8AE46866,Fun Lovin' Criminals,We Have All The Time In The World (Live)
1269,SOFRDJX12A8C130B2F,Los Chunguitos,Por La Calle Abajo
1270,SOYYANE12A8C132D08,C\xc3\xa9line Dion,Un Garcon Pas Comme Les Autres (Ziggy)
1271,SOZCATU12A58A7BD8D,OutKast,Happy Valentine's Day
1272,SOQEUVL12A8C133AC2,Andy Griffith,Just A Closer Walk With Thee
1273,SOBBDPK12AC3DF6CB3,Joe Lynn Turner,Second Hand Life
1274,SOTHGTJ12A8C13399D,Warrant,Cherry Pie
1275,SOJZHAZ12AB01866C5,IYOV,Hipster Haircut
1276,SOVNVPF12A8C13AD4A,Otis Taylor,Round and Round
1277,SOIAYAJ12AB0189B8B,Laron aka Swan featuring Alexander East,Up All Night - Remix
1278,SOQEBML12A8C136AA4,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon \xc3\xa2me a reconnu votre \xc3\xa2me(Werther/Charlotte)
1279,SOYVTIL12A6D4F6BD4,Righteous Brothers,See That Girl
1280,SOZFWDC12A8C13317B,The Clancy Brothers,Water Is Alright In Tay
1281,SOHODRU12A81C230CE,Five Fingers of Funk,Genuine
1282,SOAULBO12A58A7A2F8,Michael Whalen,A New Heart
1283,SOZUUEA12A6701D4D2,Randy Travis,Wind In The Wire (Album Version)
1284,SODVRAB12AB018DD17,Tonic,Where Do I Fit
1285,SOQRIHX12AB0185FCB,The Grip Weeds,Changed
1286,SOQGJZV12A8C144767,Andy & Lucas,Amores Cobardes
1287,SOGRIWH12A8C1318AD,M\xc3\xb3veis Coloniais de Acaju,Perca peso
1288,SOKHRGL12AB018ADAC,John D. Loudermilk,Brown Girl
1289,SOSXYJQ12A6D4FB699,Glen Campbell And Bobbie Gentry,Mornin' Glory
1290,SOKMREL12AB017AC04,Pablo Montero,La Copa Grande
1291,SOIAGWA12A8C142CE0,Jay P\xc3\xa9rez,Ojitos Dormilones
1292,SOAXMZC12A6D4F67A6,Kenny Rogers,The Son Of Hickory Holler's Tramp
1293,SOQKBUO12A6D4FB40F,Dave Hollister,Bad When U Broke
1294,SOAFFAD12A8C130310,Arturo Sandoval,My Funny Valentine
1295,SOONSFT12A8C13E5D0,Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version)
1296,SOAHAEF12AB017E6A5,Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love
1297,SOJDYWJ12A6D4F3E34,Darwin's Waiting Room,Feel So Stupid (Table 9)
1298,SOFCBVB12A8C143EC8,Andr\xc3\xa9 Minvielle,Les Chaudrons
1299,SONRUXD12A6D4F4A5E,A.Z.,We Can't Win (Explicit)
1300,SOUVYHS12A8C13AB77,Herbert Von Karajan,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des L\xc3\xa4chelns"")"
1301,SOVSNHP12AB0185417,Hassan Annouri feat. Cassandra Steen,Wahrheit
1302,SOKAWBI12AB018277B,Gaiteros de Pillopo,El Barbero
1303,SOZBVGC12A8C1341A6,Paul Taylor / Terry Dexter,Long Distance Relationship
1304,SOBQWPU12A8C144A5E,Lee Ritenour,Captain Fingers
1305,SOCAWJO12A8C13C811,Andreas Dorau,So ist das nun mal
1306,SOOXXFH12AB0186E48,Bukue One,Ready Now
1307,SOMZTXK12AB018491B,Hiram Bullock,Voodoo Chile
1308,SOMHUTQ12AB018DEF1,Serpentine,Rainbow Ride
1309,SOYHKYI12A6D4FAEB4,Crazy Horse,Scratchy (Takes 1-3 / bonus track)
1310,SOYVTPT12A8C13FBD4,Baroness,Grad
1311,SOPFOHF12A6D4F6538,Slim Whitman,As You Take A  Walk Through My Mind
1312,SOPTTOX12A6310E279,Thomas Dolby,One Of Our Submarines
1313,SOLRHDX12A8AE47065,Justin,WA-KA-BAM!! (INTRO)
1314,SOSRMIF12A81C237B0,Barbara Lusch,Now_ Baby_ or Never
1315,SOVKDPG12A8C144EE8,Rapha\xc3\xabl,Le Petit Train (Mix\xc3\xa9 Par Mark Plati)
1316,SODGZCH12AB0183AE6,Ini Kamoze,Goodness & Mercy
1317,SOCXRVU12A6D4F87A2,Sugar Minott,Walking Dub
1318,SOIWWJW12AB017C41E,Martha Wainwright,Comin' Tonight
1319,SOYKSBN12AB017EF6B,Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne
1320,SOGMHRG12A6D4FE8CD,Mance Lipscomb,Motherless Children (Remastered Version) (Take 2)
1321,SOJENAR12A67021592,Randy Travis,On The Other Hand (Remastered Album Version)
1322,SOCXDDP12A8C141B23,Los Chichos,El Te Daba Mala Vida
1323,SOJNGHO12A6D4F84BC,La Portuaria,Palabras De Amor(En Vivo)
1324,SODAYSL12AB018FFFA,Boondox,Nothing To Lose
1325,SOULRCV12A8C137BEC,Maurane,Juste Une Petite Fille
1326,SOWHWDA12AB0187A89,Michael Bloomfield,Let the People Dance
1327,SOWNKEY12A8C131FE7,Beatnuts featuring dead prez and Cheryl Pepsi Riley,Look Around featuring dead prez and Cheryl Pepsi Riley
1328,SOGVJTG12A6701E991,Aerosmith,Angel
1329,SOHXTED12A8C132856,Rene Touzet,Mi Son Maracaibo
1330,SOHLWHP12A6D4F614B,Bill Laswell,Don't Lose Control
1331,SOGDDBQ12A8C140740,Jazz Gillum,Little Woman
1332,SOGHJED12A8C137F42,Sonny Terry & Brownie McGhee,My Bulldog Blues
1333,SOQOEYV12AB0185DEF,Michael McDonald,Love Can Break Your Heart (LP Version)
1334,SOAJUIE12A6D4FAC25,Free,Broad Daylight - The BBC Sessions [Top Gear 17/3/69]
1335,SOJZZJS12A8C1388F4,Leo Ku,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou
1336,SOXYHAQ12A8C139A64,Frankie Randall,Rudolph The Red Nosed Reindeer
